steam_appid,name,developers,publishers,categories,genres,required_age,n_achievements,platforms,is_released,release_date,additional_content,total_reviews,total_positive,total_negative,review_score,review_score_desc,positive_percentual,metacritic,is_free,price_initial (USD)
1356490,MY HERO ONE'S JUSTICE 2 Outlaw Suit Costume Set,['BYKING'],['BANDAI NAMCO Entertainment'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",['Action'],,0,['windows'],True,2020-08-19 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,11.99
1356430,Vrifier - Teatime Photogrammetry Toolkit,['Teatime Research Ltd.'],['Teatime Research Ltd.'],['Downloadable Content'],['Animation & Modeling'],,0,['windows'],True,2020-07-06 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1356411,AVICII Invector - Magma Track Pack,['Hello There Games'],['Hello There Games'],"['Single-player', 'Multi-player', 'PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards', 'Remote Play Together', 'Family Sharing']","['Casual', 'Indie']",,0,['windows'],True,2020-09-08 00:00:00,[],11,11,0,7,Positive,100.0,0,False,5.99
1357180,Cooking Simulator - Chaos Tool FREE DLC,['Big Cheese Studio'],['Big Cheese Studio'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Simulation']",0.0,0,['windows'],True,2020-07-09 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1357171,Monster Truck Championship Rebel Hunter Pack,['Teyon'],['Nacon'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Racing', 'Simulation', 'Sports']",,0,['windows'],True,2020-10-15 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,14.99
1357170,Monster Truck Championship Patriot Pack,['Teyon'],['Nacon'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards', 'Family Sharing']","['Action', 'Racing', 'Simulation', 'Sports']",,0,['windows'],True,2020-10-15 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,4.99
1357160,Avorion - Black Market,['Boxelware'],['Boxelware'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'LAN PvP', 'Co-op', 'Online Co-op', 'LAN Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Stats', 'Family Sharing']","['Action', 'Indie', 'Simulation']",0.0,0,"['windows', 'mac', 'linux']",True,2020-11-02 00:00:00,[],54,46,8,8,Very Positive,85.2,0,False,5.99
1357071,OMSI 2 Add-on C2 Family Vol. 1 City Buses,['European OMSI Developer Team'],['Halycon Media'],"['Single-player', 'Downloadable Content', 'Full controller support', 'Includes level editor', 'Family Sharing']","['Casual', 'Simulation']",,0,['windows'],True,2023-06-27 00:00:00,[],11,4,7,4,Mostly Negative,36.4,0,False,17.99
1357070,OMSI 2 Add-On Berlin BRT,['Halycon Media'],['Halycon Media'],"['Single-player', 'Downloadable Content', 'Full controller support', 'Includes level editor', 'Family Sharing']","['Casual', 'Simulation']",0.0,0,['windows'],True,2020-08-24 00:00:00,[],29,17,12,5,Mixed,58.6,0,False,14.99
1356900,东方幻灵录-东方大派对,['星愿制作组'],[],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Downloadable Content']","['Casual', 'Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']",0.0,0,['windows'],True,2020-09-01 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,0.99
1357480,Phoenix Point - Digital Extras,['Snapshot Games Inc.'],['Snapshot Games Inc.'],"['Single-player', 'Downloadable Content', 'Steam Cloud', 'Family Sharing']",['RPG'],0.0,0,"['windows', 'mac']",True,2020-12-03 00:00:00,[],4,2,2,0,4 user reviews,50.0,0,False,0.0
1357360,Phoenix Point - Living Weapons Pack,['Snapshot Games Inc.'],['Snapshot Games Inc.'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']","['RPG', 'Simulation', 'Strategy']",0.0,0,"['windows', 'mac']",True,2020-12-03 00:00:00,[],13,11,2,7,Positive,84.6,0,False,0.0
1357340,Depixtion: Halloween,['DEVHOUR GAMES'],['DEVHOUR GAMES'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Family Sharing']",['Casual'],,0,"['windows', 'mac', 'linux']",True,2020-10-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,3.99
1357330,DCS: F-86F Sabre Hunters Over the Yalu Campaign,['Reflected Simulations'],['Eagle Dynamics SA'],"['Single-player', 'Downloadable Content', 'Captions available', 'VR Support', 'Partial Controller Support', 'Includes level editor']",['Simulation'],10.0,0,['windows'],True,2020-07-21 00:00:00,[],21,13,8,5,Mixed,61.9,0,False,9.99
1358220,Fantasy Grounds - D&D Adventurers League 09-09 Ruined Prospects,"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-07-14 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,4.99
1358200,Fantasy Grounds - D&D Adventurers League 09-08 In the Garden of Evil,"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-07-21 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,4.99
1358070,MY HERO ONE'S JUSTICE 2 Cheerleader Costume Mei Hatsume,['BYKING'],['BANDAI NAMCO Entertainment Europe'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'In-App Purchases', 'Steam Cloud', 'Steam Leaderboards', 'Family Sharing']",['Action'],,0,['windows'],True,2020-08-19 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,1.99
1358040,Sierra Ops Original Soundtrack Volume 1,['Innomen Team'],['Sekai Project'],[],"['Adventure', 'Indie', 'Strategy']",0.0,0,"['windows', 'mac', 'linux']",True,2020-10-29 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,4.99
1357880,阿尔法猫-桌面扩展,"[""Mescaline's Wings""]","[""Mescaline's Wings""]","['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Adventure', 'Casual', 'Free To Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",,0,['windows'],True,2020-07-16 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1358500,New England Detective: Breakfast in Boston Adults Only 18+,['Little Black Book Entertainment'],['Little Black Book Entertainment'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Casual', 'Indie']",18.0,0,"['windows', 'mac']",True,2020-06-28 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1359050,Love Rhythm: My Boss is a Sadist,['Triple-S'],['Secret Labo'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Casual', 'Indie', 'Simulation']",18.0,0,['windows'],True,2020-07-16 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1358890,Kidnapped Girl - Donation MAD!!!,['TroyHolman'],['TroyHolman'],"['Single-player', 'Downloadable Content']","['Adventure', 'Casual', 'Free To Play', 'Indie', 'Simulation']",16.0,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,99.99
1359610,Tabletopia - Guards of Atlantis II,['Artyom Nichipurov'],['Tabletopia'],"['Multi-player', 'PvP', 'Online PvP', 'Co-op', 'Online Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']","['Action', 'Adventure', 'Simulation', 'Strategy']",,0,"['windows', 'mac']",True,2020-07-07 00:00:00,[],2,1,1,0,2 user reviews,50.0,0,False,5.99
1359590,DreadOut Comic: The Untolds,['Digital Happiness'],['Digital Happiness'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Family Sharing']","['Action', 'Adventure', 'Indie']",18.0,0,['windows'],True,2020-08-14 00:00:00,[],11,11,0,7,Positive,100.0,0,True,0.0
1359320,Monster Train: The Last Divinity DLC,['Shiny Shoe'],['Good Shepherd Entertainment'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Family Sharing']",['Strategy'],10.0,0,['windows'],True,2021-03-25 00:00:00,[],210,154,56,6,Mostly Positive,73.3,0,False,11.99
1359230,Fantasy Grounds - Wilderlands JumpStart,"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-07-21 00:00:00,[],0,0,0,0,No user reviews,0.0,0,True,0.0
1359210,Fantasy Grounds - Reach Adventure 5: The Borderland Run,"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-07-14 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,19.99
1359180,Fantasy Grounds - The Growing Evil,"['SmiteWorks USA, LLC']",[],"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,"['windows', 'mac']",True,2020-07-21 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,6.99
1360120,Indie Pogo: Retro CommanderVideo,['Lowe Bros. Studios LLC'],['Lowe Bros. Studios LLC'],"['Single-player', 'Multi-player', 'PvP', 'Online PvP', 'Shared/Split Screen PvP', 'Shared/Split Screen', 'Downloadable Content', 'Full controller support', 'Remote Play Together', 'Family Sharing']","['Action', 'Indie']",,0,['windows'],True,2021-10-21 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,0.99
1360020,The Rig: A Starmap to Murder - Original Score,"['Ayden ""NINGEN"" Walters']",['Sunset Division'],[],"['Adventure', 'Indie']",0.0,0,"['windows', 'mac', 'linux']",True,2020-07-03 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,1.99
1359880,Krum - Battle Arena - Yatur Warrior Skin,['HA Studio Ltd.'],['SA Industry'],"['Single-player', 'Downloadable Content', 'Partial Controller Support', 'Family Sharing']","['Action', 'Adventure', 'Casual', 'Free To Play', 'Indie']",14.0,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,0.99
1359780,No Turning Back - Unlock All Classes,"['ColloseusX', 'cpmilan']",['Phat Phrog Studios'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Family Sharing']","['Action', 'Adventure', 'Indie', 'RPG']",,0,['windows'],True,2020-07-08 00:00:00,[],1,1,0,0,1 user reviews,100.0,0,False,9.99
1359670,As Far As The Eye - Supporter Pack,['Unexpected'],[],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Family Sharing']","['Indie', 'Simulation', 'Strategy']",,0,['windows'],True,2020-09-10 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,8.99
1359660,Banners of Ruin - Supporter Pack,['MonteBearo'],['Goblinz Publishing'],"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Family Sharing']","['Indie', 'RPG', 'Strategy']",10.0,0,['windows'],True,2020-07-30 00:00:00,[],9,8,1,0,9 user reviews,88.9,0,False,7.99
1360345,TIGER GAME ASSETS LOGOTYPE VOL.06,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-07-01 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360344,TIGER GAME ASSETS LOGOTYPE VOL.05,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360343,TIGER GAME ASSETS LOGOTYPE VOL.04,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360342,TIGER GAME ASSETS LOGOTYPE VOL.03,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-07-01 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360341,TIGER GAME ASSETS LOGOTYPE VOL.02,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-07-01 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360340,TIGER GAME ASSETS LOGOTYPE VOL.01,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-07-01 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360335,TIGER GAME ASSETS FONT STYLES VOL.28,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-09-28 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360334,TIGER GAME ASSETS FONT STYLES VOL.27,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-09-28 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360333,TIGER GAME ASSETS FONT STYLES VOL.26,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-09-28 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360332,TIGER GAME ASSETS FONT STYLES VOL.25,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-09-05 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360331,TIGER GAME ASSETS FONT STYLES VOL.24,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360330,TIGER GAME ASSETS FONT STYLES VOL.23,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360329,TIGER GAME ASSETS FONT STYLES VOL.22,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-07-01 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360328,TIGER GAME ASSETS FONT STYLES VOL.21,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360327,TIGER GAME ASSETS FONT STYLES VOL.20,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360326,TIGER GAME ASSETS FONT STYLES VOL.19,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360325,TIGER GAME ASSETS FONT STYLES VOL.18,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360324,TIGER GAME ASSETS FONT STYLES VOL.17,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360323,TIGER GAME ASSETS FONT STYLES VOL.16,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360322,TIGER GAME ASSETS FONT STYLES VOL.15,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360321,TIGER GAME ASSETS FONT STYLES VOL.14,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360320,TIGER GAME ASSETS FONT STYLES VOL.13,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360319,TIGER GAME ASSETS LOGOTYPE VOL.28,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360318,TIGER GAME ASSETS LOGOTYPE VOL.27,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360317,TIGER GAME ASSETS LOGOTYPE VOL.26,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360316,TIGER GAME ASSETS LOGOTYPE VOL.25,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360315,TIGER GAME ASSETS LOGOTYPE VOL.24,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360314,TIGER GAME ASSETS LOGOTYPE VOL.23,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-07-01 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360313,TIGER GAME ASSETS LOGOTYPE VOL.22,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-07-01 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360312,TIGER GAME ASSETS LOGOTYPE VOL.21,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-07-01 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360311,TIGER GAME ASSETS LOGOTYPE VOL.20,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-07-01 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360310,TIGER GAME ASSETS LOGOTYPE VOL.19,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-07-01 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360680,Aim Master H - +18 Content,['bhungry'],[],"['Single-player', 'Downloadable Content', 'Family Sharing']",['Action'],10.0,0,['windows'],True,2020-07-03 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,0.99
1360370,Jiangshi x Daoshi Episode III - Lady Hexers,['Dendo Denkido'],['Fruitbat Factory'],"['Single-player', 'Downloadable Content', 'Steam Cloud']","['Action', 'Adventure', 'Casual']",16.0,0,['windows'],True,2020-11-20 00:00:00,[],5,5,0,0,5 user reviews,100.0,0,False,9.99
1360357,TIGER GAME ASSETS LOGOTYPE VOL.18,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-07-01 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360356,TIGER GAME ASSETS LOGOTYPE VOL.17,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-07-01 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360355,TIGER GAME ASSETS LOGOTYPE VOL.16,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-07-03 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360354,TIGER GAME ASSETS LOGOTYPE VOL.15,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-07-01 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360353,TIGER GAME ASSETS LOGOTYPE VOL.14,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-07-01 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360352,TIGER GAME ASSETS LOGOTYPE VOL.13,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360351,TIGER GAME ASSETS LOGOTYPE VOL.12,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360350,TIGER GAME ASSETS LOGOTYPE VOL.11,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
1360349,TIGER GAME ASSETS LOGOTYPE VOL.10,['TigerQiuQiu'],['TigerQiuQiu'],['Downloadable Content'],"['Animation & Modeling', 'Design & Illustration', 'Education', 'Photo Editing', 'Software Training', 'Video Production', 'Web Publishing', 'Game Development']",,0,['windows'],True,2020-06-30 00:00:00,[],0,0,0,0,No user reviews,0.0,0,False,2.99
